titulo,status,cidade,estado,texto_preview,link,nota_cliente,categoria
Problemas com cupom Mastercard Surpreenda e benefício de upgrade de categoria na Localiza,NÃO RESPONDIDA,São Paulo,SP,"Prezados,

Estou enfrentando problemas ao tentar utilizar os benefícios vinculados à promoção da Mastercard Surpreenda na Localiza.

Ao aplicar o cupom promocional *****, o sistema apresenta a seguinte mensagem:

Código promocional não é válido para essa agência de retirada.

Gostaria de solicitar a verificação e ajuste do cupom para que ele possa ser utilizado corretamente na agência selecionada.

Além disso, também não estou conseguindo utilizar o benefício de upgrade de categoria por ser cliente Platinum no programa de fidelidade da Localiza. O sistema não disponibiliza a opção/benefício durante a reserva.

Peço, por gentileza, a análise dessas duas situações e um retorno com a solução ou orientações para utilização correta dos benefícios.

Atenciosamente,
*****",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/problemas-com-cupom-mastercard-surpreenda-e-beneficio-de-upgrade-de-categoria-na-localiza_Pgah0Jk7Ic36Xghd/,,Falha no App / Reserva
Não consigo cadastrar cartão de crédito para pagamento e a empresa não oferece suporte adequado.,RESPONDIDA,Curitiba,PR,"Estou tentando há tempos cadastrar um cartão de crédito para pagamento e nunca dá certo, tentei ligar diversas vezes e ninguém resolve, fui na agência também não quiseram me ajudar dizendo que retirada digital tenho que fazer pelo aplicativo, sendo que na hora de reservar obrigam a ser digital, não tem outra forma, sou cliente a anos e serei obrigado a trocar de locadora visto descaso dos atendentes desta empresa.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/nao-consigo-cadastrar-cartao-de-credito-para-pagamento-e-a-empresa-nao-oferece-suporte-adequado_03l9bO4HwStwTxhN/,,Problema Financeiro
Cobrança de multa por carro com restrição de rodízio em São Paulo,RESPONDIDA,São Paulo,SP,"Aluguei um carro na Filial Consolação, centro de São Paulo - Capital. Contrato de locação número *****. Me entregaram um carro proibido de circular em São Paulo por contado rodízio. Hoje recebi um multa relativa a esse impedimento. Gostaria de cancelar esse débito no meu cartão de crédito.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-de-multa-por-carro-com-restricao-de-rodizio-em-sao-paulo_a-o6aPdUeh_eqtkW/,,Problema Financeiro
Reclamação sobre extravio de itens pessoais e mau atendimento na agência Localiza do Aeroporto de Recife,NÃO RESPONDIDA,Balneário Camboriú,SC,"Venho por meio deste registrar uma grave insatisfação e formalizar uma reclamação a respeito do atendimento e da conduta de colaboradores da agência próxima ao Aeroporto de Recife/PE.

Recentemente, loquei um veículo e o carro apresentou uma falha (bateria descarregou). Devido a esse contratempo, precisei realizar a substituição do automóvel. No momento da troca, devido à pressa e ao transtorno da situação, acabei esquecendo no console central do veículo substituído alguns objetos pessoais: meu crachá corporativo (com o cordão da empresa) e um carregador de celular.
No dia seguinte, retornei à agência para retirar os itens. Para a minha surpresa e indignação, a equipe me entregou apenas o crachá, sem o cordão. O carregador de celular simplesmente desapareceu. Fica evidente que o veículo foi acessado e que os pertences foram triados, sendo que um deles foi retido indevidamente por algum colaborador.
Ao reportar o ocorrido à supervisora de plantão, recebi uma resposta evasiva e protocolar. A profissional limitou-se a dizer que ""orientamos os colaboradores a entregarem os itens esquecidos"", eximindo a empresa da responsabilidade pelo sumiço do carregador e do cordão do crachá. Minha palavra foi completamente desconsiderada, e o caso foi tratado com absoluto descaso.
A Localiza é guardiã dos veículos e de tudo o que neles é deixado a partir do momento da devolução/substituição. A conduta da equipe configura uma falha grave na segurança, na integridade do processo de achados e perdidos e no respeito ao cliente.
Diante disso, exijo uma apuração interna rigorosa sobre o destino do meu carregador e do cordão do crachá, bem como o devido ressarcimento financeiro do valor do carregador subtraído, uma vez que o item sumiu sob a guarda desta empresa.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/reclamacao-sobre-extravio-de-itens-pessoais-e-mau-atendimento-na-agencia-localiza-do-aeroporto-de-recife_shJzLzbZUTYJqstV/,,Qualidade do Veículo
Solicitação de estorno de valor referente a upgrade de carro reserva não utilizado,RESOLVIDO,Criciúma,SC,"Via seguradora (Yellum), solicitei o carro reserva em virtude do conserto do meu veículo. O carro que foi reservado pela Localiza, conforme minha apólice, era de nível médio e manual - sendo assim, na data do aluguel, solicitei um upgrade para outra categoria com câmbio automático por 15 dias (até *****). Em virtude disso, foi me cobrado um custo adicional de 361,53R$, além do caução de 1000R$. Porém, não usei o período dos 15 dias, já que o meu veículo ficou pronto antecipadamente. Com isso, devolvi o carro no dia ***** - com isso, os 1000R$ foram estornados corretamente, mas a devolução/estorno do valor proporcional referente aos dias não usados do upgrade pago não - valor este de 144,61R$. Assim solicito que o valor seja estornado/devolvido, conforme documentação e orientação da Localiza Criciúma.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/solicitacao-de-estorno-de-valor-referente-a-upgrade-de-carro-reserva-nao-utilizado_xZ-oZqQpjfPlzhDo/,10.0,Problema Financeiro
Impossibilidade de Cancelamento de Reserva de Automóvel e Cobrança Indevida de No-Show,RESPONDIDA,Balneário Camboriú,SC,"Fiz uma reserva de um automóvel no dia 22/05 para uma viagem no dia 23/05. No momento que fui fazer a reserva informava que em caso de cancelamento seria cobrado 20% do valor da reserva.

Antes do período da viagem tentei fazer o cancelamento por diversos canais de atendimento e todos diziam que eu não poderia cancelar minha reserva. No fim, não consegui cancelar e ainda foi cobrado 30% da reserva por no-show, no valor de R$ 132,92",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/impossibilidade-de-cancelamento-de-reserva-de-automovel-e-cobranca-indevida-de-no-show_PksQYl_tPQjQ8ndI/,,Problema Financeiro
Recebimento de Cobranças Indevidas e Ligações/Mensagens de Terceiros após Aquisição de Nova Linha Telefônica,RESPONDIDA,Macapá,AP,"Adquiri recentemente um chip/linha telefônica e aparentemente o número pertencia anteriormente a uma pessoa chamada Renan, eu não sou essa pessoa, eu não conheço, não faço ideia de quem seja, eu adquir a linha telefônica pela operadora com plano de internet mensal, e desde quando eu comprei eu venho recebendo mensagens e ligações de cobrança indevidas pela localiza que informa está atrás dessa pessoa de nome Renan. Já informei que o número não pertence ao cliente procurado e solicitei remoção do cadastro, mas os contatos persistem por serem automáticos e robotizados. Solicito exclusão imediata do meu número dos sistemas da empresa, em conformidade com a LGPD, cessando mensagens e ligações indevidas.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/recebimento-de-cobrancas-indevidas-e-ligacoesmensagens-de-terceiros-apos-aquisicao-de-nova-linha-telefonica_KIUBSHgR9_UPJwvj/,,Problema Financeiro
Cobrança indevida de multa após cancelamento de reserva dentro do prazo informado pela central de atendimento da Localiza,RESOLVIDO,Macapá,AP,"Realizei uma reserva pelo aplicativo da Localiza no dia 28/05. O e-mail de confirmação da reserva foi recebido às 09h32.

Antes de cancelar a reserva, entrei em contato com a central de atendimento para confirmar se haveria cobrança de multa. Fui informado de que o cancelamento poderia ser realizado sem multa em até 4 horas após a realização da reserva.

Como o e-mail de confirmação chegou às 09h32, entendi que o prazo para cancelamento sem cobrança se estenderia até 13h32. Assim, efetuei o cancelamento às 13h19, dentro desse período.

Para minha surpresa, foi cobrada uma multa de R$ 188,47. Ao entrar em contato novamente com a central, fui informado de que a reserva teria sido realizada às 09h11 e que o e-mail apenas chegou depois. Também fui informado de que nada poderia ser feito.

Entendo que agi de boa-fé, com base nas informações fornecidas pela própria empresa e nos registros que estavam disponíveis para mim. Não é razoável que o consumidor seja prejudicado por uma divergência entre o horário interno do sistema e o horário da confirmação efetivamente recebida.

Solicito a revisão da cobrança e o estorno integral da multa de R$ 188,47, considerando que segui a orientação fornecida pela central de atendimento e realizei o cancelamento dentro do prazo que me foi informado.

Segue em anexo os comprovantes com os horários dos e-mails por mim recebidos tanto da confirmação da reserva as 09:32 quanto do cancelamento as 13:19. Assim como também da multa cobrada.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-de-multa-apos-cancelamento-de-reserva-dentro-do-prazo-informado-pela-central-de-atendimento-da-localiza_-wyidg8Ghqmrmd0K/,10.0,Problema Financeiro
Exclusão de Dados Cadastrais e Login de E-mail,RESPONDIDA,Osasco,SP,"gostaria de excluir/remover meus dados cadastrados no site. No site nao é possivel e no suporte via whatsapp nao dão opção.

Gentileza seguir com a exclusao total do cadastro do meu cpf e login:

*****",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/exclusao-de-dados-cadastrais-e-login-de-e-mail_eFciYY2PssgHWWSh/,,Falha no App / Reserva
Notificação Extrajudicial: Danos Causados por Veículo da Localiza em Posto de Combustível,NÃO RESPONDIDA,Belo Horizonte,MG,"Assunto: NOTIFICAÇÃO FORMAL E ÚLTIMA TENTATIVA DE SOLUÇÃO AMIGÁVEL DANOS CAUSADOS PELO VEÍCULO *******

À
LOCALIZA RENT A CAR S/A

Prezados,

Na qualidade de representantes do Posto Miragem Ltda., CNPJ n 05.*******.*******/*******64, formalizamos a presente NOTIFICAÇÃO EXTRAJUDICIAL em razão dos danos ocasionados por veículo vinculado à Localiza, placa *******, durante abastecimento realizado em nossas dependências.

Conforme já comunicado anteriormente, o condutor realizou o acionamento indevido do veículo com a bomba ainda conectada, ocasionando grave avaria no equipamento de abastecimento, incluindo rompimento do breakaway (break), deslocamento da bomba e desprendimento da ligação entre a bomba e o tanque.

Apesar das diversas tentativas administrativas de resolução e dos contatos encaminhados à equipe da Localiza, até o presente momento não houve solução efetiva da demanda, tampouco ressarcimento dos prejuízos suportados pela empresa.

O equipamento permanece comprometido, causando paralisação operacional, perda de vendas, redução da capacidade de atendimento e expressivos prejuízos financeiros ao posto.

Diante da urgência e da omissão da Localiza quanto à resolução do caso, o reparo será realizado imediatamente pelo Posto Miragem, visando evitar agravamento ainda maior dos prejuízos.

Dessa forma, fica a Localiza FORMALMENTE NOTIFICADA para efetuar, de maneira imediata, o pagamento integral dos valores correspondentes aos danos ocasionados, sob pena de adoção das medidas judiciais cabíveis, inclusive:

Ajuizamento de ação de indenização por danos materiais e lucros cessantes;
Lavratura de boletim de ocorrência;
Pedido de tutela de urgência;
Inclusão de perdas operacionais decorrentes da paralisação do equipamento;
Condenação em custas processuais e honorários advocatícios.

Os valores deverão ser transferidos para:

POSTO MIRAGEM LTDA.
Banco Itaú
*******
Conta Corrente: *******
CNPJ: 05.*******.*******/*******64

Solicitamos manifestação e comprovação do pagamento em caráter de urgência.

Sem mais.

Atenciosamente,
P. Miragem / Grupo JBretas",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/notificacao-extrajudicial-danos-causados-por-veiculo-da-localiza-em-posto-de-combustivel_oIMJUK8yagzFMDdQ/,,Sinistro e Acidente
Cobrança de No-Show Abusiva Após Reserva na Localiza,RESOLVIDO,São Paulo,SP,"Fiz uma reserva na Localiza no dia 17/05/206 não cancelei pois fiz uma nova reserva dia 16/05/2026 ( um dia antes ) fui cobrado um valor de R$154, 97 de no-show , valor abusivo.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-de-no-show-abusiva-apos-reserva-na-localiza_n_BpHc4d8KdlzdK3/,10.0,Problema Financeiro
Empresa cobra indevidamente por serviços não contratados em reserva de veículo,RESOLVIDO,Mogi das Cruzes,SP,"Minha empresa realizou a reserva de um carro (*****), cujo valor previsto daria R$661,39. Juntamente com o código da reserva, me enviaram um e-mail com todas as instruções, entre elas: ""No momento da retirada, é proibido adicionar qualquer serviço antecipado além do que a (nome da empresa) solicita, por exemplo, lavagem antecipada, Carbon Free, entre outros."".
Retirei o veículo apenas apresentando a minha CNH e assinei o contrato, não me ofereceram nenhum serviço adicional, porém para minha surpresa, hoje a empresa me questionou a contratação de proteção para terceiros (apresentei apenas a minha CNH como motorista no ato da retirada) e lavagem do carro (não citado na hora) dando um total de R$796,23.
Solicito o estorno dos serviços não contratados.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/empresa-cobra-indevidamente-por-servicos-nao-contratados-em-reserva-de-veiculo_mRPSN7VPlQLPBzYH/,10.0,Problema Financeiro
Cobrança indevida de dívida mesmo com pagamento antecipado,RESPONDIDA,Buíque,PE,"Aluguei o carro na localiza em janeiro para um mês e 3 dias aproximadamente, e paguei antecipado o valor que eles passaram na maquininha, entreguei o carro com combustível (que não necessitava pois já havia pago) e ainda sim estão me ligando desde então alegando uma suposta dívida, gostaria de uma solução, já entrei em contato mas eles dizem que está pago, porém me ligam e mandam mensagem cobrando um suposto débito em aberto.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-de-divida-mesmo-com-pagamento-antecipado_2rmVcXi0ETZevmDA/,,Problema Financeiro
Vazamento de dados de cartão de crédito após locação de veículo em Porto Alegre com a Localiza.,RESPONDIDA,São Paulo,SP,"Locamos um carro com a Localiza em Porto Alegre no feriado do dia 1 de maio. Na retirada do veículo é necessário a apresentação de um cartão de crédito.

No último domingo 24/05 recebemos uma mensagem da administradora do cartão para confirmar a utilização do cartão em uma agência da Localiza Minas Gerais, ou seja, os dados do cartão foram vazados. Tivemos que entrar em contato com o banco para cancelar o cartão. Essa situação demonstra total falta de segurança com os dados dos clientes.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/vazamento-de-dados-de-cartao-de-credito-apos-locacao-de-veiculo-em-porto-alegre-com-a-localiza_4z6TSfQPysNwCpaG/,,Problema Financeiro
Cobrança indevida e sistema falho em locação de veículos,RESPONDIDA,Francisco Morato,SP,"No dia 26 de maio reservei um veículo na cidade de Praia Grande e posteriormente eu tive que cancelar e por isso tá paguei a taxa de desistência de r$79.70... até aqui tudo ok!
No dia 28 .. fiz uma nova reserva para retirar um veículo na cidade de São Vicente e o aplicativo me demonstrou que estava tudo ok.
No dia e horário combinado peguei um Uber onde gastei r$ 30 para ir e posteriormente r$ 30 para voltar porém ao chegar lá custou um bloqueio no meu CPF que anteriormente tinha sido aprovado pelo aplicativo e eu não consegui retirar o veículo reservado.
Agora que vem a questão, primeiro com o sistema inteligente de hoje principalmente inteligência artificial Por que que o aplicativo liberou um veículo no meu nome se o meu CPF não estava adequado conforme a exigência da empresa?
Outra coisa, se o meu nome não estava adequado Por que que me cobrar uma taxa de cancelamento anteriormente uma vez que meu CPF não estava liberado para locação ?
Eu fui prejudicado financeiramente e meu tempo também por conta de um sistema mal elaborado.
Liguei no ******* e a pessoa que me atendeu ficou de me transferir para o setor financeiro, onde a ligação nunca consegue concluir.
Quero meu dinheiro de volta !!",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-e-sistema-falho-em-locacao-de-veiculos_94aLdgOoeVb4FzSC/,,Bloqueio de Cadastro
Cobrança indevida e desproporcional por dano em para-choque de carro alugado na Localiza,RESOLVIDO,Goiânia,GO,"Fiz a locação de um carro na Localiza, agência do Aeroporto de Goiânia. Durante o período um motoqueiro encostou na trazeira do veículo e quebrou a ponta do para-choque. Na devolução do veículo, por ter feito apenas o seguro básico, disseram que teria que pagar uma franquia, até aí sem problemas.
O técnico que recebeu o veículo chamou outro técnico pra avaliar a avaria, contudo na avaliação dele deveria trocar o para-choque, argumentei que o estrago era pequeno e daria conserto, porém sem sucesso.
Fui cobrado no valor de R$ 2.050,00 por um pequeno estrago na ponta no para-choque. A atendente me disse q abriram sinistro por conta da ocorrencia, acho que fui ""[Editado pelo Reclame Aqui]"" por essa cobrança, achei totalmente desproporcional o valor cobrado. Fica aqui registrado minha indignação",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-e-desproporcional-por-dano-em-para-choque-de-carro-alugado-na-localiza_7lPGXWBemVCvzIp0/,10.0,Sinistro e Acidente
Debito não estornado,RESPONDIDA,São Paulo,SP,"Olá, Priscila!

Foi um prazer falar com você! Sentimos muito pela percepção negativa quanto aos nossos serviços, mas entendi o que aconteceu e vou te explicar...

Informamos que, até o presente momento, o processo de reembolso ainda não foi concluído, em razão da ausência dos dados bancários necessários para a efetivação do pagamento. Foi devidamente encaminhada comunicação ao e-mail constante em nosso cadastro, por meio da qual solicitamos o envio dos dados bancários completos necessários à continuidade do referido processo.

Conforme previamente comunicado, e em observância aos princípios da transparência e boa-fé, previstos nos arts. 4º, III, e 6º, III, do Código de Defesa do Consumidor, é indispensável o envio das informações bancárias completas para que possamos dar regular prosseguimento à sua solicitação.

Ressaltamos que, não registramos o recebimento das informações solicitadas, circunstância que impede o regular prosseguimento da demanda, considerando que tais dados são essenciais para a realização da transação de forma segura e adequada.

Gostaríamos de reforçar que entendemos a importância dessa demanda e estamos à disposição para dar continuidade imediata ao atendimento assim que recebermos os dados necessários.

Seguimos à disposição para auxiliá-la no que for necessário, reiterando nosso compromisso com uma solução ágil, transparente e em conformidade com a legislação vigente.

Um grande abraço,
Ludimila
Equipe Localiza",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/debito-nao-estornado_z4q-G2IJJTev9_eF/,,Problema Financeiro
"Carro alugado em mau estado, com avarias visíveis e problemas mecânicos.",NÃO RESPONDIDA,Goiânia,GO,"Na minha última locação, que acabei de fazer, me colocaram em um Kwid em condições ruins. O carro está com a placa amassada, pára-choque dianteiro danifico, pára-lama dianteiro esquerdo arranhando, pára-choque traseiro direito com uma colisão (amassado e arranhado) e o carro também foi mal lavado. O carro vibra em marcha lenta e ao passar em asfalto irregular o carro faz um barulho de lata solta. Trato os carros da Localiza com se fossem meus, porém esse está muito ruim e nem deveria ser disponibilizado para locação por uma empresa tão séria quanto a Localiza.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/carro-alugado-em-mau-estado-com-avarias-visiveis-e-problemas-mecanicos_8oqITsi4W3Yy5xA5/,,Sinistro e Acidente
Cobrança Indevida de Pneu após Locação de Veículo - Contrato *****,RESPONDIDA,Campo Grande,MS,"Sofri uma cobrança manifestamente indevida no encerramento do contrato de locação ***** (Sinistro *****) . Na devolução do veículo Mobi Like (Placa *****), foi constatado e assinado em Relatório de Avarias oficial que apenas a ""Calota entortou apos encostar ao meio fio na hora de estacionar"" (documento.. p. 6). O funcionário ***** validou esta informação em sistema (documento.. p. 6).Contudo, na Fatura ***** emitida, a Localiza faturou o valor de R$ 565,00 sob a descrição ""175/65 R14 LOCALIZA PASSEIO"" (orçamento .. p. 1), embutindo taxas que totalizam R$ 649,75 (orçamento .. p. 1). Essa especificação refere-se à troca de um pneu automotivo inteiro. Como comprovam as fotos anexas do momento da devolução, o pneu do carro permaneceu perfeitamente intacto, sem bolhas, rasgos ou danos estruturais.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-de-pneu-apos-locacao-de-veiculo-contrato_dcqF8qPzszktBG8g/,,Sinistro e Acidente
"Cobrança indevida de valor de aluguel de carro, Localiza.",RESPONDIDA,Itapecerica da Serra,SP,"Já aluguei algumas vezes com a localiza, a última vez foi nos dias 3 a 5 de maio. Todas as cobranças relacionadas ao carro foram pagas no dia da entrega. Hoje, sem me mandar nenhum email, sem falarem absolutamente nada, me cobraram 136,67 no meu cartão sendo que não havia nada de errado com o carro no momento que entreguei, todas as dívidas relacionadas a gasolina, sem parar e etc foram pagas!! Eu quero saber que cobrança é essa e obviamente o estorno do valor.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/cobranca-indevida-de-valor-de-aluguel-de-carro-localiza_9sirV3CNZ3CpR59w/,,Problema Financeiro
Multa por reserva de carro em dia de rodízio sem aviso prévio na retirada,RESPONDIDA,São Paulo,SP,"É absurdo que a Localiza permita a locação de um veículo para uso em uma única diária justamente em dia de rodízio em São Paulo sem avisar absolutamente nada ao condutor na retirada fast. Aplicativos semelhantes, como a Turbi, deixam essa informação muito clara antes da retirada do carro.

No dia 23/04/2026 realizei a locação de um veículo pela retirada fast e, em nenhum momento no aplicativo ou durante o processo de retirada, fui informada de que a placa estava sob restrição de rodízio. O veículo foi devolvido normalmente no dia seguinte, 24/04/2026.

Agora fui surpreendida com uma cobrança imediata de R$ 136 referente a uma multa que eu não esperava receber. Não possuo carro e faço locações apenas esporadicamente, então o mínimo esperado seria um aviso claro de que o veículo não poderia circular naquele dia e horário.

A diária já é extremamente cara para um serviço que não oferece nem o básico de informação ao consumidor no momento da locação.

A sensação que fica é de total descaso, principalmente porque, além da multa, ainda existe cobrança de taxa administrativa pela própria locadora. Ou seja: o cliente é prejudicado duas vezes por uma falha que poderia ser evitada com um aviso simples e claro no aplicativo ou na retirada fast.

É difícil não questionar se realmente existe interesse em prevenir esse tipo de situação, já que a empresa também lucra com as cobranças geradas pelas multas.",https://www.reclameaqui.com.br/localiza-aluguel-de-carros/multa-por-reserva-de-carro-em-dia-de-rodizio-sem-aviso-previo-na-retirada_EpxBFRhh_YD5nNQM/,,Problema Financeiro
